source,target,Type,Weight
Julia Margaret Cameron,Joan Mitchell,Undirected,1
Imogen Cunningham,Joan Mitchell,Undirected,1
Gertrude Kaseebier,Joan Mitchell,Undirected,1
Dorothea Lange,Joan Mitchell,Undirected,1
Helen Levitt,Joan Mitchell,Undirected,1
Lisette Model,Joan Mitchell,Undirected,1
Marion Post Wolcott,Joan Mitchell,Undirected,1
Tina Modotti,Joan Mitchell,Undirected,1
Diane Arbus,Joan Mitchell,Undirected,1
Frances Benjamin Johnston,Joan Mitchell,Undirected,1
Alice Trumbull Mason,Joan Mitchell,Undirected,1
Grace Hartigan,Joan Mitchell,Undirected,3
Jane Wilson,Joan Mitchell,Undirected,1
Sonia Delaunay-Terk,Joan Mitchell,Undirected,1
Nell Blaine,Joan Mitchell,Undirected,1
Jane Freilicher,Joan Mitchell,Undirected,1
Helen Frankenthaler,Joan Mitchell,Undirected,5
Charmion von Wiegand,Joan Mitchell,Undirected,1
Louise Nevelson,Joan Mitchell,Undirected,1
Marisol (Marisol Escobar),Joan Mitchell,Undirected,1
Niki de Saint Phalle,Joan Mitchell,Undirected,1
Eugenie Baizerman,Joan Mitchell,Undirected,1
Colette Bangert,Joan Mitchell,Undirected,1
Pamela Bianco,Joan Mitchell,Undirected,1
Joan Brown,Joan Mitchell,Undirected,1
Elaine de Kooning,Joan Mitchell,Undirected,2
Noemi Gerstein,Joan Mitchell,Undirected,1
Deborah de Moulpied,Joan Mitchell,Undirected,1
Nina Tryggvadottir,Joan Mitchell,Undirected,1
Agnes Martin,Joan Mitchell,Undirected,1
Bridget Riley,Joan Mitchell,Undirected,1
Lee Krasner,Joan Mitchell,Undirected,1
Jackie Winsor,Joan Mitchell,Undirected,2
Pat Steir,Joan Mitchell,Undirected,1
Rosalind Fox Solomon,Joan Mitchell,Undirected,1
Jan Groover,Joan Mitchell,Undirected,1
Colleen Frances Kenyon,Joan Mitchell,Undirected,1
Carol Block Taback,Joan Mitchell,Undirected,1
Ljuba Kozintzeva-Ehrenburg,Joan Mitchell,Undirected,1
Grace Hartigan,Deborah de Moulpied,Undirected,1
Charmion von Wiegand,Deborah de Moulpied,Undirected,1
Eugenie Baizerman,Deborah de Moulpied,Undirected,1
Colette Bangert,Deborah de Moulpied,Undirected,1
Pamela Bianco,Deborah de Moulpied,Undirected,1
Joan Brown,Deborah de Moulpied,Undirected,1
Elaine de Kooning,Deborah de Moulpied,Undirected,1
Noemi Gerstein,Deborah de Moulpied,Undirected,1
Joan Mitchell,Deborah de Moulpied,Undirected,1
Nina Tryggvadottir,Deborah de Moulpied,Undirected,1
Grace Hartigan,Nina Tryggvadottir,Undirected,1
Charmion von Wiegand,Nina Tryggvadottir,Undirected,1
Eugenie Baizerman,Nina Tryggvadottir,Undirected,1
Colette Bangert,Nina Tryggvadottir,Undirected,1
Pamela Bianco,Nina Tryggvadottir,Undirected,1
Joan Brown,Nina Tryggvadottir,Undirected,1
Elaine de Kooning,Nina Tryggvadottir,Undirected,1
Noemi Gerstein,Nina Tryggvadottir,Undirected,1
Joan Mitchell,Nina Tryggvadottir,Undirected,1
Deborah de Moulpied,Nina Tryggvadottir,Undirected,1
Ellen Lanyon,Jan Stussy,Undirected,1
Sarai Sherman,Jan Stussy,Undirected,1
Elaine de Kooning,Jan Stussy,Undirected,1
Joyce Treiman,Jan Stussy,Undirected,1
June Wayne,Joyce Treiman,Undirected,1
Ellen Lanyon,Joyce Treiman,Undirected,1
Irene Siegel,Joyce Treiman,Undirected,1
Louise Nevelson,Joyce Treiman,Undirected,1
Ruth Asawa,Joyce Treiman,Undirected,1
Sarai Sherman,Joyce Treiman,Undirected,1
Elaine de Kooning,Joyce Treiman,Undirected,1
Jan Stussy,Joyce Treiman,Undirected,1
Claire Falkenstein,Joyce Treiman,Undirected,1
Gerda Mikhailova Nemenova,Halina Chrostowska,Undirected,1
Halina Chrostowska,Gerda Mikhailova Nemenova,Undirected,1
Louise Bourgeois,Sally Hazelet Drummond,Undirected,1
Louise Nevelson,Sally Hazelet Drummond,Undirected,1
Jean Follett,Sally Hazelet Drummond,Undirected,1
Lee Bontecou,Sally Hazelet Drummond,Undirected,1
Chryssa,Sally Hazelet Drummond,Undirected,1
Marisol (Marisol Escobar),Sally Hazelet Drummond,Undirected,2
Gwen John,Elisabeth Frink,Undirected,1
Lee Bontecou,Elisabeth Frink,Undirected,1
Bridget Riley,Elisabeth Frink,Undirected,1
Berenice Abbott,Anna Sander,Undirected,1
Margaret Bourke-White,Anna Sander,Undirected,1
Julia Margaret Cameron,Anna Sander,Undirected,1
Imogen Cunningham,Anna Sander,Undirected,1
Gertrude Kaseebier,Anna Sander,Undirected,1
Dorothea Lange,Anna Sander,Undirected,1
Helen Levitt,Anna Sander,Undirected,1
Lisette Model,Anna Sander,Undirected,1
Lotte Jacobi,Anna Sander,Undirected,1
Consuelo Kanaga,Anna Sander,Undirected,1
Marion Palfi,Anna Sander,Undirected,1
Tina Modotti,Anna Sander,Undirected,1
Lisa Larsen,Anna Sander,Undirected,1
Nell Dorr,Anna Sander,Undirected,1
Berenice Abbott,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Undirected,1
Julia Margaret Cameron,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Undirected,1
Ylla,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Undirected,1
Dorothea Lange,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Undirected,1
Marion Post Wolcott,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Undirected,1
Emmy Andriesse,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Undirected,1
Sabine Weiss,Mrs. Theodore (Edith Kermit Carow) Roosevelt,Undirected,1
Helen Frankenthaler,Alda Maria Armagni,Undirected,1
Louise Nevelson,Alda Maria Armagni,Undirected,1
Lee Bontecou,Alda Maria Armagni,Undirected,1
Chryssa,Alda Maria Armagni,Undirected,1
Maria Martins,Kirsten Kraa,Undirected,1
Elizabeth Sparhawk-Jones,Kirsten Kraa,Undirected,1
Gwen John,Kirsten Kraa,Undirected,1
Helen Frankenthaler,Kirsten Kraa,Undirected,1
Louise Nevelson,Kirsten Kraa,Undirected,1
Lee Bontecou,Kirsten Kraa,Undirected,1
Chryssa,Kirsten Kraa,Undirected,1
Marisol (Marisol Escobar),Kirsten Kraa,Undirected,1
Alice Neel,Kirsten Kraa,Undirected,1
Grazia Varisco,Kirsten Kraa,Undirected,1
Agnes Martin,Kirsten Kraa,Undirected,1
Mary Bauermeister,Kirsten Kraa,Undirected,1
Bridget Riley,Kirsten Kraa,Undirected,1
Maria Martins,Alice Neel,Undirected,1
Elizabeth Sparhawk-Jones,Alice Neel,Undirected,1
Gwen John,Alice Neel,Undirected,1
Kirsten Kraa,Alice Neel,Undirected,1
Grazia Varisco,Alice Neel,Undirected,1
Maria Martins,Grazia Varisco,Undirected,1
Elizabeth Sparhawk-Jones,Grazia Varisco,Undirected,1
Gwen John,Grazia Varisco,Undirected,1
Kirsten Kraa,Grazia Varisco,Undirected,1
Alice Neel,Grazia Varisco,Undirected,1
Marie Laurencin,Agnes Martin,Undirected,2
Georgia O'Keeffe,Agnes Martin,Undirected,3
Natalia Goncharova,Agnes Martin,Undirected,3
Florine Stettheimer,Agnes Martin,Undirected,1
Alexandra Exter,Agnes Martin,Undirected,1
Lyubov Popova,Agnes Martin,Undirected,1
Varvara Stepanova,Agnes Martin,Undirected,2
Sophie Taeuber-Arp,Agnes Martin,Undirected,2
Sue Fuller,Agnes Martin,Undirected,1
Louise Bourgeois,Agnes Martin,Undirected,1
Joanna Pousette-Dart,Agnes Martin,Undirected,1
Gertrude Greene,Agnes Martin,Undirected,1
Ruth Vollmer,Agnes Martin,Undirected,1
Alice Trumbull Mason,Agnes Martin,Undirected,1
Maria Helena Vieira da Silva,Agnes Martin,Undirected,1
Sonia Delaunay-Terk,Agnes Martin,Undirected,4
Gwen John,Agnes Martin,Undirected,1
Helen Frankenthaler,Agnes Martin,Undirected,5
Charmion von Wiegand,Agnes Martin,Undirected,1
Louise Nevelson,Agnes Martin,Undirected,1
Lee Bontecou,Agnes Martin,Undirected,2
Chryssa,Agnes Martin,Undirected,3
Gego (Gertrud Goldschmidt),Agnes Martin,Undirected,1
Marisol (Marisol Escobar),Agnes Martin,Undirected,2
Joan Mitchell,Agnes Martin,Undirected,1
Kirsten Kraa,Agnes Martin,Undirected,1
Mary Bauermeister,Agnes Martin,Undirected,1
Bridget Riley,Agnes Martin,Undirected,5
Eleanore Mikus,Agnes Martin,Undirected,1
Patricia Johanson,Agnes Martin,Undirected,1
Magdalena Abakanowicz,Agnes Martin,Undirected,2
Jo Baer,Agnes Martin,Undirected,1
Eva Hesse,Agnes Martin,Undirected,6
Hilla Becher,Agnes Martin,Undirected,1
Hanne Darboven,Agnes Martin,Undirected,2
Dorothea Rockburne,Agnes Martin,Undirected,5
Jackie Winsor,Agnes Martin,Undirected,3
Alice Aycock,Agnes Martin,Undirected,1
Yvonne Jacquette,Agnes Martin,Undirected,2
Pat Steir,Agnes Martin,Undirected,4
Sylvia Plimack Mangold,Agnes Martin,Undirected,1
Jennifer Bartlett,Agnes Martin,Undirected,1
Susan Rothenberg,Agnes Martin,Undirected,3
Jackie Ferrara,Agnes Martin,Undirected,1
Olga Rozanova,Agnes Martin,Undirected,1
Lois Lane,Agnes Martin,Undirected,3
Judy Pfaff,Agnes Martin,Undirected,2
Elizabeth Butterworth,Agnes Martin,Undirected,1
Rosemarie Castoro,Agnes Martin,Undirected,1
Joan Snyder,Agnes Martin,Undirected,1
Frances Barth,Agnes Martin,Undirected,1
Joyce Weinstein,Agnes Martin,Undirected,1
Katherine Porter,Agnes Martin,Undirected,2
Elizabeth Murray,Agnes Martin,Undirected,2
Joan Witek,Agnes Martin,Undirected,1
Mary Martin,Agnes Martin,Undirected,1
Marlow Moss,Agnes Martin,Undirected,1
Nadezhda Udal'tsova,Agnes Martin,Undirected,1
Barbara Kruger,Agnes Martin,Undirected,2
Annette Lemieux,Agnes Martin,Undirected,2
Ljuba Kozintzeva-Ehrenburg,Agnes Martin,Undirected,1
Hannah Hoch,Mary Bauermeister,Undirected,1
Lotte Jacobi,Mary Bauermeister,Undirected,1
Helen Frankenthaler,Mary Bauermeister,Undirected,1
Louise Nevelson,Mary Bauermeister,Undirected,1
Lee Bontecou,Mary Bauermeister,Undirected,5
Chryssa,Mary Bauermeister,Undirected,1
Marian Warzecha,Mary Bauermeister,Undirected,1
Marisol (Marisol Escobar),Mary Bauermeister,Undirected,3
Kirsten Kraa,Mary Bauermeister,Undirected,1
Agnes Martin,Mary Bauermeister,Undirected,1
Luca Crippa,Mary Bauermeister,Undirected,1
Bridget Riley,Mary Bauermeister,Undirected,1
Bea Nettles,Mary Bauermeister,Undirected,1
Melissa Gurdus,Mary Bauermeister,Undirected,1
Mary Bauermeister,Luca Crippa,Undirected,1
Diane Arbus,Anna Chojnacka,Undirected,1
Naomi Savage,Anna Chojnacka,Undirected,1
Sylvia Plachy,Anna Chojnacka,Undirected,1
Helen Levitt,Sylvia Plachy,Undirected,1
Diane Arbus,Sylvia Plachy,Undirected,2
Naomi Savage,Sylvia Plachy,Undirected,2
Anna Chojnacka,Sylvia Plachy,Undirected,1
Marie Cosindas,Sylvia Plachy,Undirected,1
Betty Hahn,Sylvia Plachy,Undirected,1
Eve Sonneman,Sylvia Plachy,Undirected,1
Judy Dater,Sylvia Plachy,Undirected,1
Rosalind Fox Solomon,Sylvia Plachy,Undirected,1
Joan Lyons,Sylvia Plachy,Undirected,1
Linda Connor,Sylvia Plachy,Undirected,1
Jan Groover,Sylvia Plachy,Undirected,1
Colleen Frances Kenyon,Sylvia Plachy,Undirected,1
Sheila Metzner,Sylvia Plachy,Undirected,1
Gretl Wollner,Elaine Lustig Cohen,Undirected,1
Sheila Hicks,Elaine Lustig Cohen,Undirected,1
Niki de Saint Phalle,Elaine Lustig Cohen,Undirected,1
Natalia Goncharova,Bridget Riley,Undirected,1
Alexandra Exter,Bridget Riley,Undirected,1
Lyubov Popova,Bridget Riley,Undirected,1
Varvara Stepanova,Bridget Riley,Undirected,1
Sophie Taeuber-Arp,Bridget Riley,Undirected,2
Gertrude Greene,Bridget Riley,Undirected,1
Ruth Vollmer,Bridget Riley,Undirected,1
Alice Trumbull Mason,Bridget Riley,Undirected,1
Maria Helena Vieira da Silva,Bridget Riley,Undirected,1
Sonia Delaunay-Terk,Bridget Riley,Undirected,2
Gwen John,Bridget Riley,Undirected,1
Helen Frankenthaler,Bridget Riley,Undirected,3
Charmion von Wiegand,Bridget Riley,Undirected,1
Louise Nevelson,Bridget Riley,Undirected,1
Lee Bontecou,Bridget Riley,Undirected,1
Chryssa,Bridget Riley,Undirected,1
Marisol (Marisol Escobar),Bridget Riley,Undirected,1
Joan Mitchell,Bridget Riley,Undirected,1
Elisabeth Frink,Bridget Riley,Undirected,1
Kirsten Kraa,Bridget Riley,Undirected,1
Agnes Martin,Bridget Riley,Undirected,5
Mary Bauermeister,Bridget Riley,Undirected,1
Eleanore Mikus,Bridget Riley,Undirected,1
Eva Hesse,Bridget Riley,Undirected,1
Hanne Darboven,Bridget Riley,Undirected,1
Dorothea Rockburne,Bridget Riley,Undirected,1
Pat Steir,Bridget Riley,Undirected,1
Susan Rothenberg,Bridget Riley,Undirected,1
Olga Rozanova,Bridget Riley,Undirected,1
Genevieve Asse,Bridget Riley,Undirected,1
Jane Dickson,Bridget Riley,Undirected,1
Mary Martin,Bridget Riley,Undirected,1
Marlow Moss,Bridget Riley,Undirected,1
Nadezhda Udal'tsova,Bridget Riley,Undirected,1
Ljuba Kozintzeva-Ehrenburg,Bridget Riley,Undirected,1
Ruth Vollmer,Eleanore Mikus,Undirected,1
Maria Helena Vieira da Silva,Eleanore Mikus,Undirected,1
Louise Nevelson,Eleanore Mikus,Undirected,1
Gego (Gertrud Goldschmidt),Eleanore Mikus,Undirected,1
Agnes Martin,Eleanore Mikus,Undirected,1
Bridget Riley,Eleanore Mikus,Undirected,1
Nancy Graves,Eleanore Mikus,Undirected,1
Liliana Porter,Eleanore Mikus,Undirected,1
Ethelyn Honig,Eleanore Mikus,Undirected,1
Helen Levitt,Marie Cosindas,Undirected,1
Diane Arbus,Marie Cosindas,Undirected,1
Naomi Savage,Marie Cosindas,Undirected,1
Sylvia Plachy,Marie Cosindas,Undirected,1
Betty Hahn,Marie Cosindas,Undirected,1
Eve Sonneman,Marie Cosindas,Undirected,1
Judy Dater,Marie Cosindas,Undirected,1
Rosalind Fox Solomon,Marie Cosindas,Undirected,1
Joan Lyons,Marie Cosindas,Undirected,1
Linda Connor,Marie Cosindas,Undirected,1
Jan Groover,Marie Cosindas,Undirected,1
Colleen Frances Kenyon,Marie Cosindas,Undirected,1
Sheila Metzner,Marie Cosindas,Undirected,1
Meret Oppenheim,Yayoi Kusama,Undirected,1
Marianna Schmidt,Benita Sanders,Undirected,1
Benita Sanders,Marianna Schmidt,Undirected,1
Gertrud Natzler,Antonia Campi,Undirected,1
Sheila Hicks,Antonia Campi,Undirected,1
Afra Scarpa,Antonia Campi,Undirected,1
Lynn Sexton,Antonia Campi,Undirected,1
Britt-Louise Sundell,Antonia Campi,Undirected,1
Gunta Stolzl,Afra Scarpa,Undirected,1
Gertrud Natzler,Afra Scarpa,Undirected,1
Sheila Hicks,Afra Scarpa,Undirected,1
Antonia Campi,Afra Scarpa,Undirected,1
Lynn Sexton,Afra Scarpa,Undirected,1
Britt-Louise Sundell,Afra Scarpa,Undirected,1
Magdalena Abakanowicz,Afra Scarpa,Undirected,1
Mary Walker Phillips,Afra Scarpa,Undirected,1
Susan Weitzman,Afra Scarpa,Undirected,1
Pierangela d'Aniello,Afra Scarpa,Undirected,1
Gertrud Natzler,Lynn Sexton,Undirected,1
Sheila Hicks,Lynn Sexton,Undirected,1
Antonia Campi,Lynn Sexton,Undirected,1
Afra Scarpa,Lynn Sexton,Undirected,1
Britt-Louise Sundell,Lynn Sexton,Undirected,1
Gertrud Natzler,Britt-Louise Sundell,Undirected,1
Sheila Hicks,Britt-Louise Sundell,Undirected,1
Antonia Campi,Britt-Louise Sundell,Undirected,1
Afra Scarpa,Britt-Louise Sundell,Undirected,1
Lynn Sexton,Britt-Louise Sundell,Undirected,1
Natalia Goncharova,Lee Krasner,Undirected,1
Alexandra Exter,Lee Krasner,Undirected,1
Lyubov Popova,Lee Krasner,Undirected,1
Hannah Hoch,Lee Krasner,Undirected,1
Sophie Taeuber-Arp,Lee Krasner,Undirected,1
Suzanne Valadon,Lee Krasner,Undirected,1
Louise Bourgeois,Lee Krasner,Undirected,1
Joanna Pousette-Dart,Lee Krasner,Undirected,1
Grace Hartigan,Lee Krasner,Undirected,1
Jane Wilson,Lee Krasner,Undirected,1
Sonia Delaunay-Terk,Lee Krasner,Undirected,1
Nell Blaine,Lee Krasner,Undirected,1
Jane Freilicher,Lee Krasner,Undirected,1
Helen Frankenthaler,Lee Krasner,Undirected,1
Marisol (Marisol Escobar),Lee Krasner,Undirected,1
Niki de Saint Phalle,Lee Krasner,Undirected,1
Elaine de Kooning,Lee Krasner,Undirected,1
Joan Mitchell,Lee Krasner,Undirected,1
Dorothea Rockburne,Lee Krasner,Undirected,1
Nancy Graves,Lee Krasner,Undirected,2
Blythe Bohnen,Lee Krasner,Undirected,1
Pat Steir,Lee Krasner,Undirected,1
Edda Renouf,Lee Krasner,Undirected,3
Howardena Pindell,Lee Krasner,Undirected,1
Barbara Chase-Riboud,Lee Krasner,Undirected,1
Sonia Gechtoff,Lee Krasner,Undirected,2
Jeanne Mammen,Lee Krasner,Undirected,1
Mary Petty,Lee Krasner,Undirected,1
Susan Rothenberg,Lee Krasner,Undirected,2
Sonia Delaunay-Terk,Tomoko Miho,Undirected,1
Margaret Macdonald,Tomoko Miho,Undirected,1
Marisol (Marisol Escobar),Tomoko Miho,Undirected,1
Louise Dahl-Wolfe,Hazel Kingsbury,Undirected,1
Helen Levitt,Hazel Kingsbury,Undirected,1
Consuelo Kanaga,Hazel Kingsbury,Undirected,1
Diane Arbus,Hazel Kingsbury,Undirected,1
Julia Margaret Cameron,Caroline Durieux,Undirected,1
Naomi Savage,Caroline Durieux,Undirected,1
Marie Laurencin,Patricia Johanson,Undirected,1
Georgia O'Keeffe,Patricia Johanson,Undirected,2
Irene Rice Pereira,Patricia Johanson,Undirected,1
Agnes Martin,Patricia Johanson,Undirected,1
Emily Fuller,Patricia Johanson,Undirected,1
Elena Borstein,Patricia Johanson,Undirected,1
Linda Chapman,Patricia Johanson,Undirected,1
Helen Torr,Patricia Johanson,Undirected,1
Anni Albers,Magdalena Abakanowicz,Undirected,1
Gunta Stolzl,Magdalena Abakanowicz,Undirected,2
Thelma Becherer,Magdalena Abakanowicz,Undirected,1
Helen Frankenthaler,Magdalena Abakanowicz,Undirected,1
Sheila Hicks,Magdalena Abakanowicz,Undirected,1
Agnes Martin,Magdalena Abakanowicz,Undirected,2
Afra Scarpa,Magdalena Abakanowicz,Undirected,1
Delores Dembus Bittleman,Magdalena Abakanowicz,Undirected,1
Olga De Amaral,Magdalena Abakanowicz,Undirected,1
Mary Walker Phillips,Magdalena Abakanowicz,Undirected,2
Moik Schiele,Magdalena Abakanowicz,Undirected,1
Lenore Tawney,Magdalena Abakanowicz,Undirected,1
Susan Weitzman,Magdalena Abakanowicz,Undirected,2
Eva Hesse,Magdalena Abakanowicz,Undirected,2
Hilla Becher,Magdalena Abakanowicz,Undirected,1
Pierangela d'Aniello,Magdalena Abakanowicz,Undirected,1
Jackie Winsor,Magdalena Abakanowicz,Undirected,2
Yvonne Jacquette,Magdalena Abakanowicz,Undirected,1
Pat Steir,Magdalena Abakanowicz,Undirected,2
Ree Morton,Magdalena Abakanowicz,Undirected,1
Alexis Smith,Magdalena Abakanowicz,Undirected,1
Susan Rothenberg,Magdalena Abakanowicz,Undirected,2
Judy Pfaff,Magdalena Abakanowicz,Undirected,2
Elizabeth Butterworth,Magdalena Abakanowicz,Undirected,1
Louisa Chase,Magdalena Abakanowicz,Undirected,1
Katherine Porter,Magdalena Abakanowicz,Undirected,1
Elizabeth Murray,Magdalena Abakanowicz,Undirected,2
Alice Adams,Magdalena Abakanowicz,Undirected,1
Ida Applebroog,Magdalena Abakanowicz,Undirected,1
Miriam Cahn,Magdalena Abakanowicz,Undirected,1
Barbara Kruger,Magdalena Abakanowicz,Undirected,1
Annette Lemieux,Magdalena Abakanowicz,Undirected,1
Anni Albers,Delores Dembus Bittleman,Undirected,1
Gunta Stolzl,Delores Dembus Bittleman,Undirected,1
Thelma Becherer,Delores Dembus Bittleman,Undirected,1
Sheila Hicks,Delores Dembus Bittleman,Undirected,1
Magdalena Abakanowicz,Delores Dembus Bittleman,Undirected,1
Olga De Amaral,Delores Dembus Bittleman,Undirected,1
Mary Walker Phillips,Delores Dembus Bittleman,Undirected,1
Moik Schiele,Delores Dembus Bittleman,Undirected,1
Lenore Tawney,Delores Dembus Bittleman,Undirected,1
Susan Weitzman,Delores Dembus Bittleman,Undirected,1
Anni Albers,Olga De Amaral,Undirected,1
Gunta Stolzl,Olga De Amaral,Undirected,1
Thelma Becherer,Olga De Amaral,Undirected,1
Sheila Hicks,Olga De Amaral,Undirected,1
Magdalena Abakanowicz,Olga De Amaral,Undirected,1
Delores Dembus Bittleman,Olga De Amaral,Undirected,1
Mary Walker Phillips,Olga De Amaral,Undirected,1
Moik Schiele,Olga De Amaral,Undirected,1
Lenore Tawney,Olga De Amaral,Undirected,1
Susan Weitzman,Olga De Amaral,Undirected,1
Anni Albers,Mary Walker Phillips,Undirected,1
Gunta Stolzl,Mary Walker Phillips,Undirected,2
Thelma Becherer,Mary Walker Phillips,Undirected,1
Sheila Hicks,Mary Walker Phillips,Undirected,1
Afra Scarpa,Mary Walker Phillips,Undirected,1
Magdalena Abakanowicz,Mary Walker Phillips,Undirected,2
Delores Dembus Bittleman,Mary Walker Phillips,Undirected,1
Olga De Amaral,Mary Walker Phillips,Undirected,1
Moik Schiele,Mary Walker Phillips,Undirected,1
Lenore Tawney,Mary Walker Phillips,Undirected,1
Susan Weitzman,Mary Walker Phillips,Undirected,2
Pierangela d'Aniello,Mary Walker Phillips,Undirected,1
Anni Albers,Moik Schiele,Undirected,1
Gunta Stolzl,Moik Schiele,Undirected,1
Thelma Becherer,Moik Schiele,Undirected,1
Sheila Hicks,Moik Schiele,Undirected,1
Magdalena Abakanowicz,Moik Schiele,Undirected,1
Delores Dembus Bittleman,Moik Schiele,Undirected,1
Olga De Amaral,Moik Schiele,Undirected,1
Mary Walker Phillips,Moik Schiele,Undirected,1
Lenore Tawney,Moik Schiele,Undirected,1
Susan Weitzman,Moik Schiele,Undirected,1
Anni Albers,Lenore Tawney,Undirected,1
Gunta Stolzl,Lenore Tawney,Undirected,1
Thelma Becherer,Lenore Tawney,Undirected,1
Sheila Hicks,Lenore Tawney,Undirected,1
Magdalena Abakanowicz,Lenore Tawney,Undirected,1
Delores Dembus Bittleman,Lenore Tawney,Undirected,1
Olga De Amaral,Lenore Tawney,Undirected,1
Mary Walker Phillips,Lenore Tawney,Undirected,1
Moik Schiele,Lenore Tawney,Undirected,1
Susan Weitzman,Lenore Tawney,Undirected,1
Anni Albers,Susan Weitzman,Undirected,1
Gunta Stolzl,Susan Weitzman,Undirected,2
Thelma Becherer,Susan Weitzman,Undirected,1
Sheila Hicks,Susan Weitzman,Undirected,1
Afra Scarpa,Susan Weitzman,Undirected,1
Magdalena Abakanowicz,Susan Weitzman,Undirected,2
Delores Dembus Bittleman,Susan Weitzman,Undirected,1
Olga De Amaral,Susan Weitzman,Undirected,1
Mary Walker Phillips,Susan Weitzman,Undirected,2
Moik Schiele,Susan Weitzman,Undirected,1
Lenore Tawney,Susan Weitzman,Undirected,1
Pierangela d'Aniello,Susan Weitzman,Undirected,1
June Wayne,Claire Falkenstein,Undirected,1
Irene Siegel,Claire Falkenstein,Undirected,1
Louise Nevelson,Claire Falkenstein,Undirected,1
Ruth Asawa,Claire Falkenstein,Undirected,1
Joyce Treiman,Claire Falkenstein,Undirected,1
Helen Frankenthaler,Adriana Maraz-Bernik,Undirected,1
Nancy Graves,Adriana Maraz-Bernik,Undirected,1
Liliana Porter,Adriana Maraz-Bernik,Undirected,1
Fionnuala Boyd,Adriana Maraz-Bernik,Undirected,1
Agnes Denes,Adriana Maraz-Bernik,Undirected,1
Joyce Kozloff,Adriana Maraz-Bernik,Undirected,1
Helen Frankenthaler,Jo Baer,Undirected,1
Louise Nevelson,Jo Baer,Undirected,1
Agnes Martin,Jo Baer,Undirected,1
Alice Aycock,Jo Baer,Undirected,1
Yvonne Jacquette,Jo Baer,Undirected,1
Pat Steir,Jo Baer,Undirected,1
Lynda Benglis,Jo Baer,Undirected,1
Jennifer Bartlett,Jo Baer,Undirected,1
Susan Rothenberg,Jo Baer,Undirected,1
Lois Lane,Jo Baer,Undirected,1
